,Seed,Errors
3181,4600,"compilation error in functions main and main at position line 18 from line 50: assembler error: invalid condition 
((~ ZF.78) || (~ ZF.78))
PLEASE REPORT
"
3182,4601,"Register allocation: no register bank for type int
"
3183,4602,"compilation error in functions f0 and f0 at position line 12: assembler error: invalid condition 
((~ ZF.78) || (~ ZF.78))
PLEASE REPORT
"
3184,4603,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3185,4604,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3186,4605,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 36 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3187,4607,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U128[5] into U64
"
3188,4608,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3189,4609,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3190,4610,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3191,4614,"Register allocation: no register bank for type int
"
3192,4618,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
3193,4621,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
3194,4622,"compilation error in functions f0 and f0 at position line 7: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
3195,4625,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3196,4626,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3197,4629,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3198,4631,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
3199,4632,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3200,4633,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line -1: assembler error Not a (x)register
PLEASE REPORT
"
3201,4634,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line -1: assembler error Not a (x)register
PLEASE REPORT
"
3202,4635,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3203,4636,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3204,4638,"Register allocation: no register bank for type int
"
3205,4642,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 5 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3206,4644,": line -1 (-1): variable v0.94 is an array (function argument)
"
3207,4645,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
3208,4646,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3209,4647,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
3210,4648,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3211,4651,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3212,4655,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3213,4656,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 46 (8-10): variable v4.98 is an array (function return)
"
3214,4657,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 51 (1-7): typing error: the expression has type U16[5] instead of U16
"
3215,4658,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 43 (8-10): variable v3.100 is an array (function return)
"
3216,4659,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 48 (1-7): typing error: the expression has type U16[5] instead of U16
"
3217,4661,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v1.92 is an array (function return)
"
3218,4663,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (25-26): parse error
"
3219,4665,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (23-25): typing error: can not implicitly cast U16[5] into U64
"
3220,4668,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 40 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3221,4669,"WARNING: CAN NOT FIND IINFO 1
WARNING: CAN NOT FIND IINFO 1
Register allocation at line line -1: variable ZF.172 must be allocated to conflicting register ZF.78
"
3222,4672,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v2.92 is an array (function return)
"
3223,4673,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v2.92 is an array (function return)
"
3224,4674,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3225,4675,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 20 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3226,4676,"Register allocation at line line 10: variable v6.134 must be allocated to conflicting register ZF.78
"
3227,4677,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U64[5] into U64
"
3228,4678,"compilation error in functions f0 and f0 at position line 7: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
3229,4679,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 21 (13-18): typing error: can not implicitly cast U64 into U64[5]
"
3230,4680,"Register allocation at line line 11 from line 28: variable result.165 must be allocated to conflicting register ZF.78
"
3231,4682,"Register allocation: no register bank for type int
"
3232,4687,"Register allocation: no register bank for type int
"
3233,4688,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
3234,4690,": line -1 (-1): variable v0.94 is an array (function argument)
"
3235,4697,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3236,4698,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3237,4700,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
3238,4701,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3239,4702,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3240,4703,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3241,4705,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line -1: assembler error Not a (x)register
PLEASE REPORT
"
3242,4707,"Register allocation: no register bank for type int
"
3243,4709,"Register allocation: no register bank for type int
"
3244,4711,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3245,4712,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3246,4713,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3247,4714,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3248,4715,"Register allocation: no register bank for type int
"
3249,4718,"compilation error in functions f0 and f0 at position line 6: assembler error: invalid condition 
(~ (RDI.48 != ((64u) 3626)))
PLEASE REPORT
"
3250,4719,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3251,4720,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 9 (23-25): typing error: can not implicitly cast U32 into U64
"
3252,4721,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3253,4723,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3254,4724,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3255,4725,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v1.92 is an array (function return)
"
3256,4726,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
3257,4727,"Register allocation: no register bank for type int
"
3258,4728,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16[5] into U64
"
3259,4729,"Register allocation: no register bank for type bool
"
3260,4730,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3261,4731,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3262,4735,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3263,4736,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3264,4737,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3265,4738,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3266,4739,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3267,4740,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3268,4741,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3269,4742,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3270,4743,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3271,4744,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3272,4745,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3273,4746,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-1): parse error
"
3274,4747,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3275,4748,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3276,4749,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 28 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3277,4750,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3278,4751,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 22 (1-7): typing error: the expression has type U128[5] instead of U128
"
3279,4752,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3280,4753,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
3281,4754,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
3282,4755,"compilation error in functions f0 and f0 at position line 6: assembler error: invalid condition 
(~ ((((64u) 9338) + RAX.41) == ((64u) 41055198)))
PLEASE REPORT
"
3283,4758,"WARNING: at line 6, LEA instruction is used
"
3284,4759,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3285,4760,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3286,4761,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v3.92 is an array (function return)
"
3287,4762,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3288,4763,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v1.92 is an array (function return)
"
3289,4764,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
3290,4765,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U32[5] into U64
"
3291,4766,"Register allocation: no register bank for type bool
"
3292,4767,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U32 instead of U32[5]
"
3293,4768,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
3294,4769,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3295,4770,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3296,4771,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3297,4772,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3298,4773,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3299,4777,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3300,4778,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3301,4781,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3302,4782,"compilation error in functions f0 and f0 at position line 8: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3303,4783,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
3304,4789,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3305,4790,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
3306,4792,": line -1 (-1): variable v0.92 is an array (function argument)
"
3307,4793,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3308,4800,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-1): parse error
"
3309,4801,"Register allocation: no register bank for type int
"
3310,4803,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U32 into U64
"
3311,4804,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 9 (8-10): variable v1.94 is an array (function return)
"
3312,4805,"Register allocation: no register bank for type int
"
3313,4806,"compilation error in functions f0 and f0 at position line 11: assembler error Invalid pexpr for word
PLEASE REPORT
"
3314,4807,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
3315,4808,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3316,4810,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 11 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3317,4813,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U16 into U64
"
3318,4815,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v4.92 is an array (function return)
"
3319,4816,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v4.92 is an array (function return)
"
3320,4817,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3321,4818,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3322,4820,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 21 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3323,4822,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (8-10): typing error: the expression has type U8 instead of U8[5]
"
3324,4823,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
3325,4824,": line -1 (-1): variable v0.98 is an array (function argument)
"
3326,4825,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
3327,4827,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-1): parse error
"
3328,4828,"Register allocation: no register bank for type int
"
3329,4829,"Register allocation at line line 12 from line 33: variable ZF.154 must be allocated to conflicting register ZF.78
"
3330,4830,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (23-25): typing error: can not implicitly cast U32 into U64
"
3331,4831,"Register allocation: no register bank for type bool
"
3332,4832,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3333,4833,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3334,4834,"Register allocation at line line 11: variable v3.142 must be allocated to conflicting register ZF.78
"
3335,4836,"Register allocation at line line 11 from line 23: variable  _7.157 must be allocated to conflicting register ZF.78
"
3336,4837,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3337,4838,"Register allocation: no register bank for type int
"
3338,4839,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3339,4840,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 18 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3340,4841,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3341,4842,"at line line 4: can not allocate v0.115 into RAX.41, the variable is already allocated in RDI.48
"
3342,4843,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
3343,4847,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U16 into U64
"
3344,4848,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3345,4849,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3346,4850,"Register allocation at line line 20: variable  _18.151 must be allocated to conflicting register ZF.78
"
3347,4855,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U16 instead of U16[5]
"
3348,4856,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
3349,4865,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3350,4866,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3351,4867,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0
"
3352,4873,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 28 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3353,4874,"at line line 4: can not allocate v0.118 into RAX.41, the variable is already allocated in RDI.48
"
3354,4875,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 23 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3355,4879,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3356,4880,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3357,4881,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U32 into U64
"
3358,4882,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3359,4883,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-1): parse error
"
3360,4884,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3361,4885,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3362,4892,"at line line 4: can not allocate v0.115 into RAX.41, the variable is already allocated in RDI.48
"
3363,4893,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
3364,4894,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3365,4896,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3366,4897,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3367,4899,"Register allocation at line line 13: variable v6.145 must be allocated to conflicting register ZF.78
"
3368,4900,"Register allocation at line line 13: variable v6.145 must be allocated to conflicting register ZF.78
"
3369,4901,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3370,4902,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3371,4903,"Register allocation: no register bank for type int
"
3372,4904,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3373,4905,"Register allocation: no register bank for type bool
"
3374,4908,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for word
PLEASE REPORT
"
3375,4912,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line -1: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
3376,4914,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3377,4915,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3378,4916,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3379,4917,"Register allocation: no register bank for type bool
"
3380,4918,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3381,4919,"Register allocation: no register bank for type bool
"
3382,4920,"Register allocation: no register bank for type int
"
3383,4922,"Register allocation: no register bank for type int
"
3384,4923,"Register allocation: no register bank for type bool
"
3385,4924,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3386,4927,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v7.92 is an array (function return)
"
3387,4928,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v7.92 is an array (function return)
"
3388,4931,"Register allocation: no register bank for type int
"
3389,4933,"Register allocation: no register bank for type int
"
3390,4934,"Register allocation: no register bank for type bool
"
3391,4935,"compilation error in functions main and main at position line 12 from line 39: assembler error Invalid pexpr for word
PLEASE REPORT
"
3392,4936,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (8-10): variable v1.98 is an array (function return)
"
3393,4937,"Register allocation: no register bank for type int
"
3394,4940,": line -1 (-1): variable v0.92 is an array (function argument)
"
3395,4941,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3396,4942,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3397,4943,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 29 (8-10): variable v4.100 is an array (function return)
"
3398,4945,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v3.92 is an array (function return)
"
3399,4946,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v1.92 is an array (function return)
"
3400,4948,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U8 instead of U8[5]
"
3401,4949,"compilation error in functions f0 and f0 at position line 11: assembler error: invalid condition 
(~ (((64u) 5819) >=u (RAX.41 - ((((64u) 7393) + RCX.43) + (- RAX.41)))))
PLEASE REPORT
"
