,Seed,Errors
6022,8707,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (8-10): typing error: the expression has type U64 instead of U64[5]
"
6023,8709,": line -1 (-1): variable v0.92 is an array (function argument)
"
6024,8710,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6025,8712,"Register allocation: no register bank for type int
"
6026,8713,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
6027,8714,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (8-10): variable v1.94 is an array (function return)
"
6028,8717,"Register allocation at line line 14: variable v6.153 must be allocated to conflicting register ZF.78
"
6029,8718,"Register allocation at line line 11 from line 36: variable v2.180 must be allocated to conflicting register ZF.78
"
6030,8719,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U16 into U64
"
6031,8721,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
6032,8722,"Register allocation: no register bank for type bool
"
6033,8725,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6034,8726,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6035,8727,"Register allocation: no register bank for type bool
"
6036,8728,"Register allocation: no register bank for type bool
"
6037,8729,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6038,8730,"Register allocation: no register bank for type bool
"
6039,8731,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6040,8734,"Register allocation: no register bank for type bool
"
6041,8736,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
6042,8737,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
6043,8740,"Register allocation at line line 24 from line 40: variable ZF.151 must be allocated to conflicting register ZF.78
"
6044,8741,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 38 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6045,8742,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6046,8743,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
6047,8744,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
6048,8746,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6049,8747,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for word
PLEASE REPORT
"
6050,8748,"Register allocation: no register bank for type bool
"
6051,8749,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 29 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6052,8750,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6053,8752,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
6054,8753,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
6055,8756,"Register allocation: no register bank for type int
"
6056,8758,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
6057,8759,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6058,8760,"Register allocation: no register bank for type int
"
6059,8761,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
6060,8763,": line -1 (-1): variable v0.98 is an array (function argument)
"
6061,8764,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0
"
6062,8765,"Register allocation: no register bank for type bool
"
6063,8766,"Register allocation at line line 8 from line 21: variable result.157 must be allocated to conflicting register ZF.78
"
6064,8767,"Register allocation: no register bank for type bool
"
6065,8770,"compilation error in functions main and main at position line 6 from line 15: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
6066,8771,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
6067,8772,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U16 into U64
"
6068,8773,"Register allocation: no register bank for type bool
"
6069,8778,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6070,8779,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6071,8782,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
6072,8783,"Register allocation: no register bank for type bool
"
6073,8784,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6074,8785,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 9 (8-10): variable v7.94 is an array (function return)
"
6075,8786,"Register allocation: no register bank for type bool
"
6076,8787,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6077,8788,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6078,8789,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6079,8790,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6080,8791,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v2.92 is an array (function return)
"
6081,8792,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
6082,8799,"at line line 4: can not allocate v0.124 into RAX.41, the variable is already allocated in RDI.48
"
6083,8800,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6084,8801,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6085,8802,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U16 instead of U16[5]
"
6086,8803,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
6087,8804,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U64[5] into U64
"
6088,8805,"Register allocation: no register bank for type int
"
6089,8806,"Register allocation: no register bank for type int
"
6090,8807,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6091,8808,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6092,8809,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6093,8810,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 95 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6094,8812,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6095,8815,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (35-36): parse error
"
6096,8816,"Register allocation: no register bank for type int
"
6097,8817,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6098,8818,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6099,8819,"compilation error in functions main and main at position line 12 from line 90: assembler error: invalid condition 
(((64u) 2066) == RCX.43)
PLEASE REPORT
"
6100,8820,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6101,8821,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6102,8822,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6103,8823,"Register allocation: no register bank for type int
"
6104,8824,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
6105,8825,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
6106,8828,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v1.92 is an array (function return)
"
6107,8830,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U64[5] into U64
"
6108,8831,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v8.92 is an array (function return)
"
6109,8832,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v8.92 is an array (function return)
"
6110,8835,"Register allocation: no register bank for type bool
"
6111,8843,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (28-29): parse error
"
6112,8845,": line -1 (-1): variable v0.92 is an array (function argument)
"
6113,8846,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6114,8849,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U64 instead of U64[5]
"
6115,8851,": line -1 (-1): variable v0.92 is an array (function argument)
"
6116,8852,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 58 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6117,8853,"Register allocation at line line 42: variable  _8.167 must be allocated to conflicting register ZF.78
"
6118,8854,"Register allocation at line line 44 from line 63: variable  _8.203 must be allocated to conflicting register ZF.78
"
6119,8855,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6120,8856,"Register allocation: no register bank for type int
"
6121,8857,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v1.92 is an array (function return)
"
6122,8858,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (8-10): typing error: the expression has type U64 instead of U64[5]
"
6123,8859,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
6124,8860,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16[5] into U64
"
6125,8861,"Register allocation: no register bank for type bool
"
6126,8862,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
6127,8863,"at line line 4: can not allocate v0.115 into RAX.41, the variable is already allocated in RDI.48
"
6128,8864,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
6129,8869,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
6130,8873,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
6131,8874,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
6132,8876,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6133,8877,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
6134,8878,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6135,8879,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
6136,8880,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6137,8881,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 35 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6138,8882,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6139,8883,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6140,8884,"compilation error in functions f0 and f0 at position line 7: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
6141,8885,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (39-40): parse error
"
6142,8887,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U64[5] into U64
"
6143,8888,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 26 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
6144,8890,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for word
PLEASE REPORT
"
